"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id"
"1","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2359","CORUM","ITGAV-ITGB3-ADAM15 complex",3383,998,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"2","query_1",TRUE,0.00315731019757405,2,3,1,0.333333333333333,0.5,"CORUM:2153","CORUM","ITGAM-ITGB2-CD11 complex",3383,918,"CORUM","ITGB2","ITGB2","ENSG00000160255"
"3","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2348","CORUM","ITGAV-ITGB5-CYR61 complex",3383,989,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"4","query_1",TRUE,0.00315731019757405,2,3,1,0.333333333333333,0.5,"CORUM:2347","CORUM","ITGAV-ITGB5-SPP1 complex",3383,988,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"5","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2362","CORUM","ITAGV-ITGB3-F11R complex",3383,999,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"6","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2346","CORUM","ITGAV-ITGB5-ADAM9 complex",3383,987,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"7","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2345","CORUM","ITGAV-ITGB5-ICAM4 complex",3383,986,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"8","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2343","CORUM","ITGAV-ITGB5-PLAUR complex",3383,985,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"9","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2364","CORUM","ITGAV-ITGB3-ADAM23 complex",3383,1001,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"10","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2342","CORUM","ITGAV-ITGB8-MMP14-TGFB1 complex",3383,984,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"11","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:3117","CORUM","ITGB5-ITGAV-VTN complex",3383,1404,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"12","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:3110","CORUM","ITGAV-P2RY2-GNA12 complex",3383,1399,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"13","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:6993","CORUM","FGF1-ITGAV-ITGB3 complex",3383,2506,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"14","query_1",TRUE,0.00315731019757405,2,3,1,0.333333333333333,0.5,"CORUM:2350","CORUM","ITGAV-ITGB5 complex",3383,990,"CORUM","ITGAV","ITGAV","ENSG00000138448"
"15","query_1",TRUE,0.00315731019757405,3,3,1,0.333333333333333,0.333333333333333,"CORUM:2826","CORUM","ITGB3-ITGAV-VTN complex",3383,1228,"CORUM","ITGAV","ITGAV","ENSG00000138448"
